,Sentence #,Word,Tag
10704,388,dispersant,material-descriptor
10705,388,KD-I,material
10706,388,(,null
10707,388,Tape,brand
10708,388,Casting,brand
10709,388,Warehouse,brand
10710,388,",",null
10711,388,polyester,material
10712,388,/,material
10713,388,polyamide,material
10714,388,copolymer,material-descriptor
10715,388,),null
10716,388,",",null
10717,388,was,null
10718,388,added,operation
10719,388,and,null
10720,388,the,null
10721,388,dispersion,unspecified-material
10722,388,was,null
10723,388,stirred,operation
10724,388,for,null
10725,388,2,number
10726,388,hours,condition-unit
10727,388,.,null
10728,389,The,null
10729,389,mixtures,unspecified-material
10730,389,were,null
10731,389,dried,operation
10732,389,and,null
10733,389,the,null
10734,389,resulting,null
10735,389,powders,unspecified-material
10736,389,were,null
10737,389,calcined,operation
10738,389,at,null
10739,389,1000,number
10740,389,degC,condition-unit
10741,389,for,null
10742,389,10,number
10743,389,hours,condition-unit
10744,389,.,null
10745,390,After,null
10746,390,being,null
10747,390,calcined,operation
10748,390,",",null
10749,390,the,null
10750,390,powders,unspecified-material
10751,390,were,null
10752,390,milled,operation
10753,390,for,null
10754,390,2,number
10755,390,hours,condition-unit
10756,390,in,null
10757,390,acetone,solvent
10758,390,and,null
10759,390,then,null
10760,390,dried,operation
10761,390,.,null
10762,391,The,null
10763,391,resulting,null
10764,391,powders,unspecified-material
10765,391,were,null
10766,391,then,null
10767,391,pressed,operation
10768,391,into,null
10769,391,pellets,unspecified-material
10770,391,(,null
10771,391,13,number
10772,391,mm,property-unit
10773,391,diameter,property-type
10774,391,and,null
10775,391,2,number
10776,391,+-,number
10777,391,0.3,number
10778,391,mm,property-unit
10779,391,thickness,property-type
10780,391,),null
10781,391,at,null
10782,391,a,null
10783,391,pressure,condition-type
10784,391,of,null
10785,391,~,null
10786,391,200,number
10787,391,MPa,condition-unit
10788,391,and,null
10789,391,sintered,operation
10790,391,at,null
10791,391,1400,number
10792,391,degC,condition-unit
10793,391,for,null
10794,391,12,number
10795,391,hours,condition-unit
10796,391,in,null
10797,391,air,gas
10798,391,.,null
10799,392,Synthesis,null
10800,392,and,null
10801,392,characterization,null
10802,392,of,null
10803,392,NiV3O8,target
10804,392,powder,null
10805,392,as,null
10806,392,cathode,null
10807,392,material,null
10808,392,for,null
10809,392,lithium,nonrecipe-material
10810,392,-,nonrecipe-material
10811,392,ion,nonrecipe-material
10812,392,batteries,null
10813,392,.,null
10814,393,In,null
10815,393,this,null
10816,393,work,null
10817,393,",",null
10818,393,all,null
10819,393,the,null
10820,393,chemical,unspecified-material
10821,393,reagents,unspecified-material
10822,393,mentioned,null
10823,393,are,null
10824,393,of,null
10825,393,analytical,amount-misc
10826,393,grade,amount-misc
10827,393,and,null
10828,393,used,operation
10829,393,without,null
10830,393,further,null
10831,393,purification.VO2,precursor
10832,393,(,precursor
10833,393,B,precursor
10834,393,),precursor
10835,393,precursor,material-descriptor
10836,393,was,null
10837,393,firstly,null
10838,393,prepared,operation
10839,393,by,null
10840,393,a,null
10841,393,hydrothermal,meta
10842,393,method,meta
10843,393,.,null
10844,394,In,null
10845,394,a,null
10846,394,typical,null
10847,394,synthesis,null
10848,394,",",null
10849,394,commercial,null
10850,394,V2O5,precursor
10851,394,powder,material-descriptor
10852,394,(,null
10853,394,0.015,number
10854,394,mol,amount-unit
10855,394,),null
10856,394,",",null
10857,394,oxalic,solvent
10858,394,acid,solvent
10859,394,(,null
10860,394,0.015,number
10861,394,mol,amount-unit
10862,394,),null
10863,394,and,null
10864,394,distilled,material-descriptor
10865,394,water,solvent
10866,394,(,null
10867,394,65,number
10868,394,mL,amount-unit
10869,394,),null
10870,394,were,null
10871,394,mixed,operation
10872,394,under,null
10873,394,vigorous,condition-misc
10874,394,magnetic,condition-misc
10875,394,stirring,operation
10876,394,at,null
10877,394,room,condition-misc
10878,394,temperature,condition-misc
10879,394,and,null
10880,394,kept,operation
10881,394,for,null
10882,394,2,number
10883,394,h,condition-unit
10884,394,",",null
10885,394,and,null
10886,394,then,null
10887,394,the,null
10888,394,resultant,material-descriptor
10889,394,mixture,unspecified-material
10890,394,was,null
10891,394,transferred,operation
10892,394,into,null
10893,394,an,null
10894,394,80,number
10895,394,mL,apparatus-unit
10896,394,stainless,apparatus-descriptor
10897,394,autoclave,synthesis-apparatus
10898,394,.,null
10899,395,The,null
10900,395,autoclave,synthesis-apparatus
10901,395,was,null
10902,395,sealed,operation
10903,395,and,null
10904,395,heated,operation
10905,395,at,null
10906,395,180,number
10907,395,degC,condition-unit
10908,395,for,null
10909,395,30,number
10910,395,h,condition-unit
10911,395,",",null
10912,395,and,null
10913,395,then,null
10914,395,cooled,operation
10915,395,to,null
10916,395,room,condition-misc
10917,395,temperature,condition-misc
10918,395,.,null
10919,396,The,null
10920,396,product,unspecified-material
10921,396,was,null
10922,396,collected,operation
10923,396,and,null
10924,396,washed,operation
10925,396,by,null
10926,396,distilled,material-descriptor
10927,396,water,solvent
10928,396,and,null
10929,396,absolute,material-descriptor
10930,396,ethanol,solvent
10931,396,for,null
10932,396,several,condition-misc
10933,396,times,condition-misc
10934,396,.,null
10935,397,The,null
10936,397,produced,null
10937,397,VO2,precursor
10938,397,precursor,material-descriptor
10939,397,was,null
10940,397,dried,operation
10941,397,at,null
10942,397,80,number
10943,397,degC,condition-unit
10944,397,in,null
10945,397,vacuum,condition-misc
10946,397,for,null
10947,397,12,number
10948,397,h,condition-unit
10949,397,.,null
10950,398,After,null
10951,398,that,null
10952,398,",",null
10953,398,NiO,precursor
10954,398,",",null
10955,398,V2O5,precursor
10956,398,and,null
10957,398,VO2,precursor
10958,398,in,null
10959,398,stoichiometric,amount-misc
10960,398,amounts,amount-misc
10961,398,(,null
10962,398,1,number
10963,398,:,number
10964,398,1,number
10965,398,:,number
10966,398,1,number
10967,398,in,null
10968,398,molar,amount-unit
10969,398,ratio,amount-unit
10970,398,),null
10971,398,were,null
10972,398,mixed,operation
10973,398,and,null
10974,398,wet,operation
10975,398,milled,operation
10976,398,in,null
10977,398,a,null
10978,398,planetary,synthesis-apparatus
10979,398,-,synthesis-apparatus
10980,398,type,synthesis-apparatus
10981,398,ball,synthesis-apparatus
10982,398,mill,synthesis-apparatus
10983,398,for,null
10984,398,3,number
10985,398,h,condition-unit
10986,398,under,null
10987,398,the,null
10988,398,protection,null
10989,398,of,null
10990,398,nitrogen,gas
10991,398,.,null
10992,399,The,null
10993,399,milling,condition-type
10994,399,speed,condition-type
10995,399,was,null
10996,399,set,null
10997,399,at,null
10998,399,200,number
10999,399,rpm,condition-unit
11000,399,.,null
11001,400,Then,null
11002,400,the,null
11003,400,mixture,unspecified-material
11004,400,was,null
11005,400,collected,operation
11006,400,and,null
11007,400,dried,operation
11008,400,in,null
11009,400,vacuum,condition-misc
11010,400,at,null
11011,400,80,number
11012,400,degC,condition-unit
11013,400,for,null
11014,400,10,number
11015,400,h,condition-unit
11016,400,.,null
11017,401,The,null
11018,401,mixture,unspecified-material
11019,401,",",null
11020,401,after,null
11021,401,grinding,null
11022,401,",",null
11023,401,was,null
11024,401,heated,operation
11025,401,up,null
11026,401,to,null
11027,401,600,number
11028,401,degC,condition-unit
11029,401,for,null
11030,401,30,number
11031,401,h,condition-unit
11032,401,under,null
11033,401,Ar,gas
11034,401,flux,material-descriptor
11035,401,",",null
11036,401,and,null
11037,401,then,null
11038,401,cooled,operation
11039,401,down,null
11040,401,with,null
11041,401,the,null
11042,401,furnace,synthesis-apparatus
11043,401,to,null
11044,401,the,null
11045,401,room,condition-misc
11046,401,temperature,condition-misc
11047,401,.,null
11048,402,Synthesis,null
11049,402,of,null
11050,402,cage,property-misc
11051,402,-,property-misc
11052,402,like,property-misc
11053,402,LiFePO4,target
11054,402,/,target
11055,402,C,target
11056,402,microspheres,property-misc
11057,402,for,null
11058,402,high,null
11059,402,performance,null
11060,402,lithium,null
11061,402,ion,null
11062,402,batteries,null
11063,402,.,null
11064,403,All,null
11065,403,chemicals,unspecified-material
11066,403,were,null
11067,403,purchased,operation
11068,403,from,null
11069,403,Sinopharm,brand
11070,403,Chemical,brand
11071,403,Reagent,brand
11072,403,Co.,brand
11073,403,",",brand
11074,403,Ltd.,brand
11075,403,and,null
11076,403,used,operation
11077,403,without,null
11078,403,further,null
11079,403,purification,null
11080,403,.,null
11081,404,In,null
11082,404,a,null
11083,404,typical,null
11084,404,synthesis,null
11085,404,",",null
11086,404,0.015,number
11087,404,mol,amount-unit
11088,404,of,null
11089,404,Li2SO4,precursor
11090,404,",",null
11091,404,0.01,number
11092,404,mol,amount-unit
11093,404,of,null
11094,404,Fe(NO3)3*9H2O,precursor
11095,404,and,null
11096,404,0.005,number
11097,404,mol,amount-unit
11098,404,of,null
11099,404,P2O5,precursor
11100,404,were,null
11101,404,added,operation
11102,404,in,null
11103,404,a,null
11104,404,Teflon,apparatus-descriptor
11105,404,vessel,synthesis-apparatus
11106,404,together,null
11107,404,with,null
11108,404,40,number
11109,404,mL,amount-unit
11110,404,ethylene,solvent
11111,404,glycol,solvent
11112,404,(,null
11113,404,EG,solvent
11114,404,),null
11115,404,and,null
11116,404,20,number
11117,404,mL,amount-unit
11118,404,deionized,material-descriptor
11119,404,water,solvent
11120,404,.,null
11121,405,After,null
11122,405,vigorous,null
11123,405,stirring,operation
11124,405,for,null
11125,405,0.5,number
11126,405,h,condition-unit
11127,405,",",null
11128,405,the,null
11129,405,vessel,synthesis-apparatus
11130,405,was,null
11131,405,sealed,operation
11132,405,in,null
11133,405,a,null
11134,405,stainless,apparatus-descriptor
11135,405,-,apparatus-descriptor
11136,405,steel,apparatus-descriptor
11137,405,autoclave,synthesis-apparatus
11138,405,",",null
11139,405,then,null
11140,405,placed,operation
11141,405,inside,null
11142,405,an,null
11143,405,oven,synthesis-apparatus
11144,405,and,null
11145,405,heated,operation
11146,405,at,null
11147,405,180,number
11148,405,degC,condition-unit
11149,405,for,null
11150,405,24,number
11151,405,h,condition-unit
11152,405,.,null
11153,406,Afterward,null
11154,406,",",null
11155,406,the,null
11156,406,precipitates,unspecified-material
11157,406,were,null
11158,406,collected,operation
11159,406,by,null
11160,406,centrifugation,operation
11161,406,and,null
11162,406,dried,operation
11163,406,at,null
11164,406,80,number
11165,406,degC,condition-unit
11166,406,for,null
11167,406,72,number
11168,406,h,condition-unit
11169,406,in,null
11170,406,vacuum,condition-misc
11171,406,atmosphere,null
11172,406,.,null
11173,407,The,null
11174,407,obtained,null
11175,407,product,unspecified-material
11176,407,was,null
11177,407,calcined,operation
11178,407,at,null
11179,407,600,number
11180,407,degC,condition-unit
11181,407,under,null
11182,407,flowing,null
11183,407,Ar,gas
11184,407,/,gas
11185,407,H2,gas
11186,407,atmosphere,material-descriptor
11187,407,(,null
11188,407,100,number
11189,407,mL,amount-unit
11190,407,min-1,amount-unit
11191,407,",",null
11192,407,95,number
11193,407,vol.,amount-unit
11194,407,%,amount-unit
11195,407,Ar,gas
11196,407,and,null
11197,407,5,number
11198,407,vol.,amount-unit
11199,407,%,amount-unit
11200,407,H2,gas
11201,407,),null
11202,407,for,null
11203,407,10,number
11204,407,h,condition-unit
11205,407,",",null
11206,407,and,null
11207,407,for,null
11208,407,the,null
11209,407,carbon,material
11210,407,coating,material-descriptor
11211,407,",",null
11212,407,the,null
11213,407,gas,unspecified-material
11214,407,was,null
11215,407,then,null
11216,407,switched,operation
11217,407,to,null
11218,407,C2H4,gas
11219,407,/,gas
11220,407,Ar,gas
11221,407,(,null
11222,407,20,number
11223,407,mL,amount-unit
11224,407,min-1,amount-unit
11225,407,",",null
11226,407,50,number
11227,407,vol.,amount-unit
11228,407,%,amount-unit
11229,407,C2H4,gas
11230,407,and,null
11231,407,50,number
11232,407,vol.,amount-unit
11233,407,%,amount-unit
11234,407,Ar,gas
11235,407,),null
11236,407,for,null
11237,407,15,number
11238,407,min,condition-unit
11239,407,.,null
11240,408,And,null
11241,408,the,null
11242,408,experimental,null
11243,408,parameters,null
11244,408,",",null
11245,408,such,null
11246,408,as,null
11247,408,the,null
11248,408,phosphate,nonrecipe-material
11249,408,sources,null
11250,408,and,null
11251,408,the,null
11252,408,solvent,unspecified-material
11253,408,",",null
11254,408,were,null
11255,408,also,null
11256,408,varied,operation
11257,408,during,null
11258,408,the,null
11259,408,synthesis,null
11260,408,to,null
11261,408,study,null
11262,408,their,null
11263,408,effects,null
11264,408,on,null
11265,408,the,null
11266,408,shape,null
11267,408,of,null
11268,408,the,null
11269,408,final,null
11270,408,product,unspecified-material
11271,408,.,null
11272,409,Understanding,null
11273,409,the,null
11274,409,stepwise,null
11275,409,capacity,null
11276,409,increase,null
11277,409,of,null
11278,409,high,null
11279,409,energy,null
11280,409,low-Co,nonrecipe-material
11281,409,Li,nonrecipe-material
11282,409,-,null
11283,409,rich,null
11284,409,cathode,null
11285,409,materials,null
11286,409,for,null
11287,409,lithium,null
11288,409,ion,null
11289,409,batteries,null
11290,409,.,null
11291,410,All,null
11292,410,the,null
11293,410,chemicals,unspecified-material
11294,410,were,null
11295,410,purchased,operation
11296,410,from,null
11297,410,Aldrich,brand
11298,410,Sigma,brand
11299,410,.,null
11300,411,The,null
11301,411,Li[CoxLi1,target
11302,411,/,target
11303,411,3-x,target
11304,411,/,target
11305,411,3Mn2,target
11306,411,/,target
11307,411,3-2x,target
11308,411,/,target
11309,411,3]O2,target
11310,411,(,null
11311,411,x,null
11312,411,=,null
11313,411,0,number
11314,411,",",number
11315,411,0.087,number
11316,411,",",number
11317,411,0.1,number
11318,411,",",number
11319,411,0.118,number
11320,411,),null
11321,411,composites,property-misc
11322,411,were,null
11323,411,synthesized,operation
11324,411,in,null
11325,411,two,null
11326,411,steps,null
11327,411,.,null
11328,412,First,null
11329,412,",",null
11330,412,stoichiometric,amount-misc
11331,412,amounts,amount-misc
11332,412,of,null
11333,412,Mn(NO3)2*4H2O,precursor
11334,412,and,null
11335,412,Co(NO3)2*6H2O,precursor
11336,412,were,null
11337,412,dissolved,operation
11338,412,in,null
11339,412,distilled,material-descriptor
11340,412,water,solvent
11341,412,and,null
11342,412,then,null
11343,412,slowly,condition-misc
11344,412,added,operation
11345,412,dropwise,condition-misc
11346,412,to,null
11347,412,an,null
11348,412,equal,amount-misc
11349,412,volume,amount-misc
11350,412,of,null
11351,412,0.2,number
11352,412,M,amount-unit
11353,412,sodium,material
11354,412,carbonate,material
11355,412,solution,material-descriptor
11356,412,under,null
11357,412,vigorous,condition-misc
11358,412,stirring,operation
11359,412,.,null
11360,413,After,null
11361,413,20,number
11362,413,h,condition-unit
11363,413,aging,operation
11364,413,at,null
11365,413,room,condition-misc
11366,413,temperature,condition-misc
11367,413,",",null
11368,413,the,null
11369,413,metal,unspecified-material
11370,413,ions,unspecified-material
11371,413,were,null
11372,413,fully,null
11373,413,co-precipitated,operation
11374,413,as,null
11375,413,carbonates,unspecified-material
11376,413,.,null
11377,414,In,null
11378,414,the,null
11379,414,second,null
11380,414,step,null
11381,414,",",null
11382,414,the,null
11383,414,collected,material-descriptor
11384,414,carbonates,unspecified-material
11385,414,were,null
11386,414,pre-treated,operation
11387,414,at,null
11388,414,500,number
11389,414,degC,condition-unit
11390,414,for,null
11391,414,5,number
11392,414,h,condition-unit
11393,414,in,null
11394,414,air,gas
11395,414,and,null
11396,414,then,null
11397,414,calcined,operation
11398,414,with,null
11399,414,a,null
11400,414,stoichiometric,amount-misc
11401,414,amount,amount-misc
11402,414,of,null
11403,414,LiOH*H2O,precursor
11404,414,at,null
11405,414,900,number
11406,414,degC,condition-unit
11407,414,for,null
11408,414,another,null
11409,414,12,number
11410,414,h,condition-unit
11411,414,in,null
11412,414,air,gas
11413,414,to,null
11414,414,produce,operation
11415,414,the,null
11416,414,final,unspecified-material
11417,414,cathode,unspecified-material
11418,414,materials,unspecified-material
11419,414,.,null
11420,415,Graphite,precursor
11421,415,and,null
11422,415,other,null
11423,415,chemicals,unspecified-material
11424,415,were,null
11425,415,obtained,operation
11426,415,from,null
11427,415,Sigma-Aldrich,brand
11428,415,and,null
11429,415,are,null
11430,415,of,null
11431,415,reagent,material-descriptor
11432,415,grade,material-descriptor
11433,415,or,null
11434,415,higher,null
11435,415,.,null
11436,416,In,null
11437,416,the,null
11438,416,production,null
11439,416,of,null
11440,416,graphene,target
11441,416,",",null
11442,416,the,null
11443,416,first,null
11444,416,step,null
11445,416,was,null
11446,416,the,null
11447,416,oxidation,operation
11448,416,of,null
11449,416,graphite,precursor
11450,416,to,null
11451,416,graphite,material
11452,416,oxide,material
11453,416,using,null
11454,416,the,null
11455,416,modified,null
11456,416,-,null
11457,416,Hummers,meta
11458,416,method,meta
11459,416,as,null
11460,416,reported,null
11461,416,in,null
11462,416,the,null
11463,416,literature,null
11464,416,[24],null
11465,416,and,null
11466,416,[25],null
11467,416,.,null
11468,417,The,null
11469,417,graphite,material
11470,417,oxide,material
11471,417,was,null
11472,417,subsequently,null
11473,417,thermally,operation
11474,417,exfoliated,operation
11475,417,at,null
11476,417,1000,number
11477,417,degC,condition-unit
11478,417,to,null
11479,417,give,null
11480,417,reduced,null
11481,417,graphene,null
11482,417,based,null
11483,417,on,null
11484,417,our,null
11485,417,previous,null
11486,417,method,null
11487,417,[26],null
11488,417,.,null
11489,418,Graphene,target
11490,418,dispersions,null
11491,418,were,null
11492,418,prepared,operation
11493,418,in,null
11494,418,DMF,solvent
11495,418,at,null
11496,418,concentrations,null
11497,418,ranging,null
11498,418,from,null
11499,418,1.0,number
11500,418,mg,amount-unit
11501,418,mL-,amount-unit
11502,418,1,amount-unit
11503,418,to,null
11504,418,7.0,number
11505,418,mg,amount-unit
11506,418,mL-,amount-unit
11507,418,1,amount-unit
11508,418,",",null
11509,418,by,null
11510,418,ultrasonication,operation
11511,418,for,null
11512,418,an,null
11513,418,initial,null
11514,418,10,number
11515,418,mins,condition-unit
11516,418,followed,null
11517,418,by,null
11518,418,5,number
11519,418,mins,condition-unit
11520,418,before,null
11521,418,each,null
11522,418,subsequent,null
11523,418,drop,null
11524,418,-,null
11525,418,casting,null
11526,418,event,null
11527,418,.,null
11528,419,Synthesis,null
11529,419,",",null
11530,419,acid,null
11531,419,properties,null
11532,419,and,null
11533,419,catalysis,null
11534,419,by,null
11535,419,niobium,target
11536,419,oxide,target
11537,419,nanostructured,property-misc
11538,419,materials,null
11539,419,.,null
11540,420,Dichloromethane,precursor
11541,420,and,null
11542,420,acetonitrile,precursor
11543,420,were,null
11544,420,purified,operation
11545,420,with,null
11546,420,a,null
11547,420,LC,brand
11548,420,Technology,brand
11549,420,Solutions,brand
11550,420,Inc.,brand
11551,420,SPBT-1,synthesis-apparatus
11552,420,Bench,synthesis-apparatus
11553,420,-,synthesis-apparatus
11554,420,Top,synthesis-apparatus
11555,420,Solvent,synthesis-apparatus
11556,420,Purification,synthesis-apparatus
11557,420,System,synthesis-apparatus
11558,420,.,null
11559,421,Compound,unspecified-material
11560,421,1,unspecified-material
11561,421,was,null
11562,421,synthesized,operation
11563,421,according,null
11564,421,to,null
11565,421,literature,null
11566,421,procedures.9,reference
11567,421,NbCl5,precursor
11568,421,and,null
11569,421,Nb(OEt)5,precursor
11570,421,used,operation
11571,421,in,null
11572,421,the,null
11573,421,preparation,null
11574,421,of,null
11575,421,T-I,null
11576,421,and,null
11577,421,T-II,null
11578,421,were,null
11579,421,purchased,operation
11580,421,from,null
11581,421,Sigma-Aldrich,brand
11582,421,and,null
11583,421,used,operation
11584,421,as,null
11585,421,received,null
11586,421,.,null
11587,422,Commercial,material-descriptor
11588,422,Nb2O5,precursor
11589,422,(,null
11590,422,Puratronic(r),brand
11591,422,",",null
11592,422,99.9985,number
11593,422,%,amount-unit
11594,422,),null
11595,422,was,null
11596,422,purchased,operation
11597,422,from,null
11598,422,Alfa,brand
11599,422,Aesar,brand
11600,422,and,null
11601,422,used,operation
11602,422,as,null
11603,422,received,null
11604,422,.,null
11605,423,Pluronic,precursor
11606,423,(,null
11607,423,P123,precursor
11608,423,),null
11609,423,and,null
11610,423,dodecylamine,precursor
11611,423,98,number
11612,423,%,amount-unit
11613,423,were,null
11614,423,used,operation
11615,423,as,null
11616,423,structure,material-descriptor
11617,423,-,material-descriptor
11618,423,directing,material-descriptor
11619,423,agents,material-descriptor
11620,423,and,null
11621,423,were,null
11622,423,purchased,operation
11623,423,from,null
11624,423,Sigma-Aldrich,brand
11625,423,.,null
11626,424,Milli-Q,material-descriptor
11627,424,water,solvent
11628,424,(,null
11629,424,resistivity,null
11630,424,18.2,number
11631,424,MΩ,amount-unit
11632,424,cm-1,amount-unit
11633,424,at,null
11634,424,25,number
11635,424,degC,amount-unit
11636,424,;,null
11637,424,0.22,number
11638,424,μm,amount-unit
11639,424,filter,null
11640,424,),null
11641,424,was,null
11642,424,used,operation
11643,424,in,null
11644,424,all,null
11645,424,preparations,null
11646,424,and,null
11647,424,reactions,null
11648,424,requiring,null
11649,424,aqueous,null
11650,424,conditions,null
11651,424,.,null
11652,425,Synthesis,operation
11653,425,of,null
11654,425,the,null
11655,425,Nb2O5,target
11656,425,materials,null
11657,425,discussed,null
11658,425,within,null
11659,425,this,null
11660,425,contribution,null
11661,425,have,null
11662,425,been,null
11663,425,adapted,null
11664,425,from,null
11665,425,previously,null
11666,425,reported,null
11667,425,procedures,null
11668,425,.,null
11669,426,The,null
11670,426,methods,null
11671,426,used,operation
11672,426,are,null
11673,426,briefly,null
11674,426,described,null
11675,426,in,null
11676,426,the,null
11677,426,following,null
11678,426,paragraphs,null
11679,426,:,null
11680,426,5,number
11681,426,g,amount-unit
11682,426,of,null
11683,426,NbCl5,precursor
11684,426,(,null
11685,426,18.5,number
11686,426,mmol,amount-unit
11687,426,),null
11688,426,were,null
11689,426,dissolved,operation
11690,426,in,null
11691,426,99,number
11692,426,%,amount-unit
11693,426,ethanol,solvent
11694,426,(,null
11695,426,10,number
11696,426,mL,amount-unit
11697,426,),null
11698,426,under,null
11699,426,constant,condition-misc
11700,426,stirring,operation
11701,426,.,null
11702,427,To,null
11703,427,this,null
11704,427,solution,material-descriptor
11705,427,NH4OH,precursor
11706,427,(,null
11707,427,1,number
11708,427,M,amount-unit
11709,427,),null
11710,427,was,null
11711,427,slowly,condition-misc
11712,427,added,operation
11713,427,to,null
11714,427,the,null
11715,427,aforementioned,null
11716,427,solution,unspecified-material
11717,427,until,null
11718,427,a,null
11719,427,white,material-descriptor
11720,427,precipitate,unspecified-material
11721,427,was,null
11722,427,observed,operation
11723,427,.,null
11724,428,The,null
11725,428,precipitate,unspecified-material
11726,428,was,null
11727,428,then,null
11728,428,separated,operation
11729,428,from,null
11730,428,the,null
11731,428,solution,unspecified-material
11732,428,by,null
11733,428,centrifugation,operation
11734,428,(,null
11735,428,3000,number
11736,428,rpm,condition-unit
11737,428,),null
11738,428,",",null
11739,428,washed,operation
11740,428,four,number
11741,428,times,condition-unit
11742,428,using,null
11743,428,Milli-Q,material-descriptor
11744,428,water,material
11745,428,and,null
11746,428,dried,operation
11747,428,at,null
11748,428,120,number
11749,428,degC,condition-unit
11750,428,for,null
11751,428,24,number
11752,428,hours,condition-unit
11753,428,.,null
11754,429,5,number
11755,429,g,amount-unit
11756,429,of,null
11757,429,NbCl5,precursor
11758,429,(,null
11759,429,18.5,number
11760,429,mmol,amount-unit
11761,429,),null
11762,429,were,null
11763,429,dissolved,operation
11764,429,in,null
11765,429,200,number
11766,429,mL,amount-unit
11767,429,Milli-Q,material-descriptor
11768,429,water,solvent
11769,429,.,null
11770,430,Immediately,null
11771,430,after,null
11772,430,addition,operation
11773,430,",",null
11774,430,the,null
11775,430,yellow,material-descriptor
11776,430,powder,unspecified-material
11777,430,became,operation
11778,430,white,material-descriptor
11779,430,.,null
11780,431,After,null
11781,431,stirring,operation
11782,431,for,null
11783,431,3,number
11784,431,h,condition-unit
11785,431,at,null
11786,431,room,condition-misc
11787,431,temperature,condition-misc
11788,431,",",null
11789,431,the,null
11790,431,white,material-descriptor
11791,431,precipitate,unspecified-material
11792,431,was,null
11793,431,centrifuged,operation
11794,431,(,null
11795,431,3000,number
11796,431,rpm,condition-unit
11797,431,),null
11798,431,and,null
11799,431,washed,operation
11800,431,four,number
11801,431,times,condition-unit
11802,431,with,null
11803,431,Milli-Q,material-descriptor
11804,431,water,material
11805,431,until,null
11806,431,the,null
11807,431,filtrate,unspecified-material
11808,431,was,null
11809,431,at,null
11810,431,neutral,condition-misc
11811,431,pH,condition-misc
11812,431,.,null
11813,432,The,null
11814,432,obtained,operation
11815,432,solid,unspecified-material
11816,432,was,null
11817,432,dried,operation
11818,432,at,null
11819,432,120,number
11820,432,degC,condition-unit
11821,432,for,null
11822,432,24,number
11823,432,hours,condition-unit
11824,432,.,null
11825,433,1.5,number
11826,433,g,amount-unit
11827,433,of,null
11828,433,P-123,precursor
11829,433,were,null
11830,433,dispersed,operation
11831,433,in,null
11832,433,11,number
11833,433,mL,amount-unit
11834,433,of,null
11835,433,Milli-Q,material-descriptor
11836,433,water,solvent
11837,433,and,null
11838,433,45,number
11839,433,mL,amount-unit
11840,433,of,null
11841,433,HCl,solvent
11842,433,(,null
11843,433,2,number
11844,433,M,amount-unit
11845,433,),null
11846,433,at,null
11847,433,40,number
11848,433,degC,condition-unit
11849,433,.,null
11850,434,5,number
11851,434,g,amount-unit
11852,434,of,null
11853,434,Nb(OEt)5,precursor
11854,434,(,null
11855,434,15.7,number
11856,434,mmol,amount-unit
11857,434,),null
11858,434,was,null
11859,434,added,operation
11860,434,to,null
11861,434,solution,unspecified-material
11862,434,under,null
11863,434,stirring,operation
11864,434,.,null
11865,435,The,null
11866,435,resulting,null
11867,435,mixture,unspecified-material
11868,435,was,null
11869,435,kept,operation
11870,435,at,null
11871,435,40,number
11872,435,degC,condition-unit
11873,435,for,null
11874,435,24,number
11875,435,hours,condition-unit
11876,435,and,null
11877,435,then,null
11878,435,precipitated,operation
11879,435,in,null
11880,435,a,null
11881,435,Teflon,apparatus-descriptor
11882,435,-,apparatus-descriptor
11883,435,lined,apparatus-descriptor
11884,435,autoclave,synthesis-apparatus
11885,435,at,null
11886,435,100,number
11887,435,degC,condition-unit
11888,435,for,null
11889,435,48,number
11890,435,hours,condition-unit
11891,435,.,null
11892,436,The,null
11893,436,obtained,operation
11894,436,solid,unspecified-material
11895,436,was,null
11896,436,filtered,operation
11897,436,",",null
11898,436,washed,operation
11899,436,with,null
11900,436,Milli-Q,material-descriptor
11901,436,water,material
11902,436,and,null
11903,436,dried,operation
11904,436,in,null
11905,436,air,gas
11906,436,at,null
11907,436,room,condition-misc
11908,436,temperature,condition-misc
11909,436,.,null
11910,437,Excess,material-descriptor
11911,437,surfactant,unspecified-material
11912,437,was,null
11913,437,removed,operation
11914,437,by,null
11915,437,Soxhlet,operation
11916,437,extraction,operation
11917,437,first,null
11918,437,by,null
11919,437,washing,operation
11920,437,with,null
11921,437,1,number
11922,437,%,amount-unit
11923,437,HCl,material
11924,437,in,null
11925,437,95,number
11926,437,%,amount-unit
11927,437,EtOH,material
11928,437,(,null
11929,437,300,number
11930,437,mL,amount-unit
11931,437,),null
11932,437,and,null
11933,437,then,null
11934,437,with,null
11935,437,95,number
11936,437,%,amount-unit
11937,437,EtOH,material
11938,437,only,null
11939,437,(,null
11940,437,120,number
11941,437,mL,amount-unit
11942,437,),null
11943,437,.,null
11944,438,The,null
11945,438,final,null
11946,438,",",null
11947,438,template,property-misc
11948,438,-,property-misc
11949,438,free,property-misc
11950,438,mesoporous,property-misc
11951,438,Nb2O5*nH2O,target
11952,438,was,null
11953,438,dried,operation
11954,438,in,null
11955,438,the,null
11956,438,oven,synthesis-apparatus
11957,438,at,null
11958,438,120,number
11959,438,degC,condition-unit
11960,438,for,null
11961,438,18,number
11962,438,hours,condition-unit
11963,438,.,null
11964,439,A,null
11965,439,mixture,material-descriptor
11966,439,of,null
