Sentence #,Word,Tag
550,440,B-number
550,degC,B-condition_unit
550,for,null
550,20,B-number
550,min,B-condition_unit
550,",",null
550,the,null
550,furnace,B-synthesis_apparatus
550,was,null
550,cooled,B-operation
550,to,null
550,room,B-condition_misc
550,temperature,I-condition_misc
550,automatically,null
550,.,null
551,Effect,null
551,of,null
551,alkyl,B-property_type
551,chain,I-property_type
551,length,I-property_type
551,of,null
551,imidazolium,null
551,cations,null
551,on,null
551,the,null
551,electron,B-property_type
551,transport,I-property_type
551,and,null
551,recombination,B-property_type
551,kinetics,I-property_type
551,in,null
551,ionic,null
551,gel,null
551,electrolytes,null
551,based,null
551,quasi-solid-state,B-meta
551,dye,null
551,-,null
551,sensitized,null
551,solar,null
551,cells,null
551,1-Methyl-3-propylimidazolium,B-material
551,iodide,I-material
551,(,null
551,MPII,B-material
551,),null
551,",",null
551,1-Methyl-3-butylimidazolium,B-material
551,iodide,I-material
551,(,null
551,BMII,B-material
551,),null
551,and,null
551,1-Methyl-3-hexylimidazolium,B-material
551,iodide,I-material
551,(,null
551,HMII,B-material
551,),null
551,were,null
551,prepared,B-operation
551,as,null
551,reported,null
551,previously,null
551,[14],B-reference
551,and,null
551,[15],B-reference
551,.,null
552,The,null
552,ionic,B-target
552,liquid,I-target
552,electrolytes,I-target
552,(,null
552,ILEs,B-target
552,),null
552,for,null
552,QS,null
552,-,null
552,DSSC,null
552,were,null
552,composed,B-operation
552,of,null
552,0.35,B-number
552,mol,B-amount_unit
552,L-1,I-amount_unit
552,iodine,B-precursor
552,(,null
552,I2,B-precursor
552,:,null
552,99,B-number
552,%,B-amount_unit
552,",",null
552,Aldrich,B-brand
552,),null
552,",",null
552,0.02,B-number
552,mol,B-amount_unit
552,L-1,I-amount_unit
552,anhydrous,B-material_descriptor
552,lithium,B-precursor
552,iodide,I-precursor
552,(,null
552,LiI,B-precursor
552,:,null
552,99,B-number
552,%,B-amount_unit
552,",",null
552,Aldrich,B-brand
552,),null
552,and,null
552,0.5,B-number
552,mol,B-amount_unit
552,L-1,I-amount_unit
552,N-methylbenzimidazole,B-precursor
552,(,null
552,NMBI,B-precursor
552,:,null
552,99,B-number
552,%,B-amount_unit
552,",",null
552,Aldrich,B-brand
552,),null
552,in,null
552,MPII,B-material
552,",",null
552,BMII,B-material
552,and,null
552,HMII,B-material
552,",",null
552,respectively,null
552,.,null
553,IGEs,B-target
553,were,null
553,prepared,B-operation
553,by,null
553,adding,B-operation
553,20,B-number
553,wt,B-amount_unit
553,%,I-amount_unit
553,(,null
553,vs.,null
553,ILE,B-target
553,),null
553,12-hydroxystearicacid,B-precursor
553,(,null
553,99,B-number
553,%,B-amount_unit
553,",",null
553,Aldrich,B-brand
553,),null
553,into,null
553,ILEs,B-target
553,and,null
553,heated,B-operation
553,under,null
553,stirring,B-operation
553,until,null
553,the,null
553,gelators,B-material
553,melted,null
553,.,null
554,After,null
554,cooling,B-operation
554,to,null
554,room,B-condition_misc
554,temperature,I-condition_misc
554,",",null
554,the,null
554,IGEs,B-target
554,were,null
554,formed,B-operation
554,.,null
555,The,null
555,IGEs,B-target
555,based,null
555,on,null
555,MPII,B-material
555,",",null
555,MBII,B-material
555,and,null
555,HMII,B-material
555,correspond,B-operation
555,to,null
555,IGE,B-target
555,P,I-target
555,",",null
555,IGE,B-target
555,B,I-target
555,and,null
555,IGE,B-target
555,H,I-target
555,",",null
555,respectively,null
555,.,null
556,Li[Li1,B-target
556,/,I-target
556,3-2x,I-target
556,/,I-target
556,3Mn2,I-target
556,/,I-target
556,3-x,I-target
556,/,I-target
556,3Nix]O2,I-target
556,(,null
556,x,null
556,=,null
556,0.3,null
556,),null
556,was,null
556,prepared,B-operation
556,in,null
556,two,null
556,steps,null
556,:,null
556,formation,null
556,of,null
556,transition,null
556,-,null
556,metal,null
556,hydroxide,null
556,(,null
556,Ni0.35Mn0.65(OH)2,B-material
556,),null
556,and,null
556,subsequent,null
556,solid,null
556,phase,null
556,reaction,null
556,of,null
556,Ni0.35Mn0.75(OH)2,B-material
556,and,null
556,Li2CO3,B-precursor
556,.,null
557,Specially,null
557,",",null
557,8.74,B-number
557,g,B-amount_unit
557,MnSO4*H2O,B-precursor
557,(,null
557,99,B-number
557,%,B-amount_unit
557,),null
557,and,null
557,7.20,B-number
557,g,B-amount_unit
557,NiSO4*6H2O,B-precursor
557,(,null
557,98,B-number
557,%,B-amount_unit
557,),null
557,were,null
557,dissolved,B-operation
557,into,null
557,400,B-number
557,ml,B-amount_unit
557,H2O,B-solvent
557,under,null
557,magnetic,null
557,stirring,B-operation
557,",",null
557,and,null
557,10,B-number
557,ml,B-amount_unit
557,ammonia,B-material
557,hydroxide,I-material
557,was,null
557,then,null
557,added,B-operation
557,as,null
557,chelating,B-material_descriptor
557,agent,I-material_descriptor
557,.,null
558,After,null
558,being,null
558,kept,B-operation
558,at,null
558,60,B-number
558,degC,B-condition_unit
558,for,null
558,10,B-number
558,min,B-condition_unit
558,",",null
558,100,B-number
558,ml,B-amount_unit
558,aqueous,B-material_descriptor
558,solution,B-unspecified_material
558,containing,null
558,6.4,B-number
558,g,B-amount_unit
558,KOH,B-material
558,(,null
558,98,B-number
558,%,B-amount_unit
558,),null
558,was,null
558,slowly,null
558,dropped,B-operation
558,",",null
558,and,null
558,the,null
558,precipitation,null
558,reaction,null
558,was,null
558,kept,B-operation
558,for,null
558,24,B-number
558,h,B-condition_unit
558,.,null
559,The,null
559,resulting,null
559,precipitation,B-unspecified_material
559,was,null
559,mixed,B-operation
559,completely,null
559,with,null
559,lithium,B-precursor
559,carbonate,I-precursor
559,(,null
559,98,B-number
559,%,B-amount_unit
559,),null
559,.,null
560,In,null
560,this,null
560,mixing,null
560,",",null
560,the,null
560,precursors,B-unspecified_material
560,with,null
560,10,B-number
560,wt,B-amount_unit
560,%,I-amount_unit
560,excess,null
560,lithium,B-nonrecipe_material
560,(,null
560,E10,null
560,),null
560,",",null
560,5,B-number
560,wt,B-amount_unit
560,%,I-amount_unit
560,excess,null
560,lithium,B-nonrecipe_material
560,(,null
560,E5,null
560,),null
560,",",null
560,stoichiometric,B-amount_misc
560,lithium,B-nonrecipe_material
560,(,null
560,ST,null
560,),null
560,",",null
560,and,null
560,5,B-number
560,wt,B-amount_unit
560,%,I-amount_unit
560,deficient,null
560,lithium,B-nonrecipe_material
560,(,null
560,D5,null
560,),null
560,were,null
560,used,B-operation
560,.,null
561,Four,null
561,samples,B-unspecified_material
561,were,null
561,obtained,B-operation
561,by,null
561,calcining,B-operation
561,the,null
561,mixture,B-unspecified_material
561,at,null
561,900,B-number
561,degC,B-condition_unit
561,for,null
561,12,B-number
561,h,B-condition_unit
561,",",null
561,denoted,null
561,as,null
561,900E10,null
561,",",null
561,900E5,null
561,",",null
561,900ST,null
561,",",null
561,and,null
561,900D5,null
561,",",null
561,respectively,null
561,.,null
562,In,null
562,a,null
562,typical,null
562,synthesis,null
562,of,null
562,Mn3O4,B-target
562,/,I-target
562,GN,I-target
562,",",null
562,20,B-number
562,mg,B-amount_unit
562,of,null
562,graphite,B-precursor
562,oxide,I-precursor
562,",",null
562,prepared,null
562,by,null
562,a,null
562,modified,null
562,Hummer,B-meta
562,'s,I-meta
562,method,I-meta
562,[42],B-reference
562,",",null
562,was,null
562,dispersed,B-operation
562,in,null
562,deionized,B-material_descriptor
562,(,null
562,DI,null
562,),null
562,water,B-solvent
562,with,null
562,sonication,B-operation
562,for,null
562,1,B-number
562,h,B-condition_unit
562,to,null
562,form,null
562,graphene,B-material
562,oxide,I-material
562,.,null
563,Then,null
563,",",null
563,1,B-number
563,mmol,B-amount_unit
563,of,null
563,Mn(CH3COO)2*4H2O,B-precursor
563,was,null
563,added,B-operation
563,into,null
563,the,null
563,above,null
563,solution,B-unspecified_material
563,.,null
564,When,null
564,it,null
564,was,null
564,dissolved,null
564,completely,null
564,",",null
564,28,B-number
564,mg,B-amount_unit
564,of,null
564,poly(ethylene,B-material
564,glycol,I-material
564,),I-material
564,was,null
564,introduced,B-operation
564,into,null
564,the,null
564,solution,B-unspecified_material
564,",",null
564,followed,B-operation
564,by,null
564,adding,B-operation
564,20,B-number
564,mL,B-amount_unit
564,of,null
564,NaOH,B-material
564,aqueous,B-material_descriptor
564,solution,I-material_descriptor
564,(,null
564,0.2,B-number
564,M,B-amount_unit
564,),null
564,slowly,null
564,under,null
564,stirring,B-operation
564,.,null
565,The,null
565,NaOH,B-material
565,was,null
565,used,B-operation
565,to,null
565,adjust,B-operation
565,the,null
565,pH,B-amount_misc
565,of,null
565,the,null
565,reaction,null
565,solution,B-unspecified_material
565,.,null
566,The,null
566,mixed,B-material_descriptor
566,solution,B-unspecified_material
566,was,null
566,transferred,B-operation
566,to,null
566,a,null
566,Teflon,B-apparatus_descriptor
566,-,I-apparatus_descriptor
566,lined,I-apparatus_descriptor
566,stainless,I-apparatus_descriptor
566,steel,I-apparatus_descriptor
566,autoclave,B-synthesis_apparatus
566,(,null
566,100,B-number
566,mL,B-apparatus_unit
566,),null
566,and,null
566,heated,B-operation
566,in,null
566,an,null
566,electric,B-apparatus_descriptor
566,oven,B-synthesis_apparatus
566,at,null
566,180,B-number
566,degC,B-condition_unit
566,for,null
566,12,B-number
566,h,B-condition_unit
566,.,null
567,The,null
567,resultant,null
567,product,B-unspecified_material
567,was,null
567,separated,B-operation
567,by,null
567,centrifugation,B-operation
567,",",null
567,washed,B-operation
567,with,null
567,DI,B-material_descriptor
567,water,B-solvent
567,and,null
567,dried,B-operation
567,at,null
567,60,B-number
567,degC,B-condition_unit
567,under,null
567,vacuum,B-condition_misc
567,for,null
567,8,B-number
567,h.,B-condition_unit
567,MnO,B-target
567,/,I-target
567,GN,I-target
567,was,null
567,obtained,B-operation
567,by,null
567,heating,B-operation
567,Mn3O4,B-target
567,/,I-target
567,GN,I-target
567,at,null
567,400,B-number
567,degC,B-condition_unit
567,for,null
567,2,B-number
567,h,B-condition_unit
567,in,null
567,flowing,null
567,N2,B-gas
567,/,I-gas
567,H2,I-gas
567,(,null
567,10,B-number
567,%,B-amount_unit
567,H2,B-gas
567,),null
567,.,null
568,Catalytic,null
568,reduction,null
568,of,null
568,NO,null
568,x,null
568,by,null
568,CO,null
568,over,null
568,a,null
568,Ni-Ga,B-target
568,based,B-property_misc
568,oxide,I-property_misc
568,catalyst,I-property_misc
568,.,null
569,To,null
569,synthesize,B-operation
569,the,null
569,NaGaO2,B-target
569,powder,B-property_misc
569,",",null
569,0.03,B-number
569,mol,B-amount_unit
569,of,null
569,Na2CO3,B-precursor
569,and,null
569,0.03,B-number
569,mol,B-amount_unit
569,of,null
569,Ga2O3,B-precursor
569,were,null
569,mixed,B-operation
569,and,null
569,ground,B-operation
569,in,null
569,an,null
569,agate,B-apparatus_descriptor
569,mortar,B-synthesis_apparatus
569,for,null
569,30,B-number
569,min,B-condition_unit
569,.,null
570,After,null
570,that,null
570,",",null
570,the,null
570,mixture,B-material_descriptor
570,of,null
570,Na2CO3,B-precursor
570,and,null
570,Ga2O3,B-precursor
570,was,null
570,heated,B-operation
570,at,null
570,850,B-number
570,degC,B-condition_unit
570,for,null
570,12,B-number
570,h,B-condition_unit
570,and,null
570,the,null
570,furnace,B-synthesis_apparatus
570,was,null
570,then,null
570,cooled,B-operation
570,to,null
570,room,B-condition_misc
570,temperature,I-condition_misc
570,.,null
571,The,null
571,preparation,null
571,procedure,null
571,for,null
571,Ni1-xZnxGa2O4,B-target
571,(,null
571,0,B-number
571,<,null
571,x,null
571,<,null
571,1,B-number
571,),null
571,was,null
571,performed,B-operation
571,as,null
571,follows,null
571,:,null
571,the,null
571,as-prepared,B-material_descriptor
571,NaGaO2,B-material
571,powder,B-material_descriptor
571,(,null
571,0.004,B-number
571,mol,B-amount_unit
571,),null
571,was,null
571,dispersed,B-operation
571,in,null
571,25,B-number
571,mL,B-amount_unit
571,of,null
571,deionized,B-material_descriptor
571,water,B-solvent
571,and,null
571,magnetically,B-condition_misc
571,stirred,B-operation
571,for,null
571,10,B-number
571,min,B-condition_unit
571,to,null
571,obtain,B-operation
571,a,null
571,NaGaO2,B-material
571,colloidal,B-material_descriptor
571,solution,I-material_descriptor
571,.,null
572,The,null
572,NaGaO2,B-material
572,colloidal,B-material_descriptor
572,solution,I-material_descriptor
572,was,null
572,added,B-operation
572,to,null
572,20,B-number
572,mL,B-amount_unit
572,of,null
572,an,null
572,aqueous,B-material_descriptor
572,solution,I-material_descriptor
572,of,null
572,Zn(CH3COO)2*2H2O,B-precursor
572,and,null
572,Ni(CH3COO)2*4H2O,B-precursor
572,(,null
572,Ni,B-nonrecipe_material
572,+,null
572,Zn,B-nonrecipe_material
572,0.004,B-number
572,mol,B-amount_unit
572,),null
572,and,null
572,stirred,B-operation
572,for,null
572,30,B-number
572,min,B-condition_unit
572,at,null
572,room,B-condition_misc
572,temperature,I-condition_misc
572,.,null
573,The,null
573,resulting,null
573,mixture,B-unspecified_material
573,was,null
573,heated,B-operation
573,in,null
573,a,null
573,50,B-number
573,mL,B-apparatus_unit
573,Teflon,B-apparatus_descriptor
573,-,I-apparatus_descriptor
573,lined,I-apparatus_descriptor
573,hydrothermal,I-apparatus_descriptor
573,autoclave,B-synthesis_apparatus
573,at,null
573,200,B-number
573,degC,B-condition_unit
573,for,null
573,5,B-number
573,h,B-condition_unit
573,to,null
573,form,B-operation
573,the,null
573,crystalline,B-property_misc
573,Ni1-xZnxGa2O4,B-target
573,(,null
573,0,B-number
573,<,null
573,x,null
573,<,null
573,1,B-number
573,),null
573,.,null
574,The,null
574,sediment,B-unspecified_material
574,was,null
574,separated,B-operation
574,by,null
574,centrifugation,B-operation
574,and,null
574,dried,B-operation
574,at,null
574,60,B-number
574,degC,B-condition_unit
574,for,null
574,2,B-number
574,h,B-condition_unit
574,.,null
575,Using,null
575,the,null
575,same,null
575,hydrothermal,B-meta
575,procedure,null
575,",",null
575,the,null
575,ZnGa2O4,B-target
575,and,null
575,NiGa2O4,B-target
575,powders,B-property_misc
575,were,null
575,prepared,B-operation
575,.,null
576,Sb2MoO6,B-target
576,",",null
576,Bi2MoO6,B-target
576,",",null
576,Sb2WO6,B-target
576,",",null
576,and,null
576,Bi2WO6,B-target
576,flake,B-property_misc
576,-,I-property_misc
576,like,I-property_misc
576,crystals,I-property_misc
576,:,null
576,Generalized,null
576,hydrothermal,B-meta
576,synthesis,I-meta
576,and,null
576,the,null
576,applications,null
576,of,null
576,Bi2WO6,B-material
576,and,null
576,Bi2MoO6,B-material
576,as,null
576,red,null
576,phosphors,null
576,doped,null
576,with,null
576,Eu3+,B-nonrecipe_material
576,ions,null
576,.,null
577,All,null
577,chemicals,B-unspecified_material
577,are,null
577,of,null
577,analytical,B-material_descriptor
577,grade,I-material_descriptor
577,and,null
577,used,B-operation
577,as,null
577,received,null
577,without,null
577,further,null
577,purification,null
577,.,null
578,In,null
578,this,null
578,work,null
578,",",null
578,for,null
578,the,null
578,sake,null
578,of,null
578,obtaining,B-operation
578,a,null
578,series,null
578,of,null
578,Sb2MoO6,B-target
578,",",null
578,Bi2MoO6,B-target
578,",",null
578,Sb2WO6,B-target
578,",",null
578,and,null
578,Bi2WO6,B-target
578,samples,null
578,",",null
578,all,null
578,experiments,null
578,were,null
578,carried,B-operation
578,out,null
578,in,null
578,a,null
578,50,B-number
578,mL,B-apparatus_unit
578,Teflon,B-apparatus_descriptor
578,-,I-apparatus_descriptor
578,lined,I-apparatus_descriptor
578,stainless,I-apparatus_descriptor
578,steel,I-apparatus_descriptor
578,autoclave,B-synthesis_apparatus
578,at,null
578,180,B-number
578,degC,B-condition_unit
578,for,null
578,12,B-number
578,h,B-condition_unit
578,by,null
578,simply,null
578,adjusting,B-operation
578,the,null
578,initial,B-amount_unit
578,molar,I-amount_unit
578,ratios,I-amount_unit
578,of,null
578,SbCl3,B-material
578,-,null
578,to,null
578,-,null
578,NaOH,B-material
578,(,null
578,or,null
578,BiCl3,B-material
578,-,null
578,to,null
578,-,null
578,NaOH,B-material
578,),null
578,while,null
578,keeping,null
578,the,null
578,initial,B-amount_unit
578,molar,I-amount_unit
578,ratio,I-amount_unit
578,of,null
578,SbCl3,B-material
578,-,null
578,to,null
578,-,null
578,Na2MoO4,B-material
578,(,null
578,BiCl3,B-material
578,-,null
578,to,null
578,-,null
578,Na2MoO4,B-material
578,",",null
578,SbCl3,B-material
578,-,null
578,to,null
578,-,null
578,Na2WO4,B-material
578,",",null
578,or,null
578,BiCl3,B-material
578,-,null
578,to,null
578,-,null
578,Na2WO4,B-material
578,),null
578,as,null
578,2,B-number
578,:,I-number
578,1,I-number
578,.,null
579,SbCl3,B-material
579,(,null
579,2,B-number
579,mmol,B-amount_unit
579,),null
579,and,null
579,Na2MoO4*2H2O,B-material
579,(,null
579,1,B-number
579,mmol,B-amount_unit
579,),null
579,were,null
579,in,null
579,turn,null
579,added,B-operation
579,into,null
579,20,B-number
579,mL,B-amount_unit
579,distilled,B-material_descriptor
579,H2O,B-solvent
579,under,null
579,magnetic,B-condition_misc
579,stirring,B-operation
579,",",null
579,resulting,B-operation
579,in,null
579,dark,B-material_descriptor
579,green,I-material_descriptor
579,precipitates,B-unspecified_material
579,.,null
580,After,null
580,being,null
580,stirred,B-operation
580,for,null
580,20,B-number
580,min,B-condition_unit
580,",",null
580,aqueous,B-unspecified_material
580,solution,I-unspecified_material
580,(,null
580,20,B-number
580,mL,B-amount_unit
580,),null
580,containing,null
580,4,B-number
580,mmol,B-amount_unit
580,NaOH,B-solvent
580,was,null
580,gradually,null
580,poured,B-operation
580,into,null
580,the,null
580,above,null
580,suspension,B-unspecified_material
580,.,null
581,Next,null
581,",",null
581,the,null
581,above,null
581,suspension,B-unspecified_material
581,was,null
581,transferred,B-operation
581,into,null
581,a,null
581,50,B-number
581,mL,B-apparatus_unit
581,Teflon,B-apparatus_descriptor
581,-,I-apparatus_descriptor
581,lined,I-apparatus_descriptor
581,stainless,I-apparatus_descriptor
581,steel,I-apparatus_descriptor
581,autoclave,B-synthesis_apparatus
581,",",null
581,which,null
581,was,null
581,then,null
581,sealed,B-operation
581,and,null
581,kept,B-operation
581,at,null
581,180,B-number
581,degC,B-condition_unit
581,in,null
581,an,null
581,electrical,B-synthesis_apparatus
581,oven,I-synthesis_apparatus
581,.,null
582,After,null
582,12,B-number
582,h,B-condition_unit
582,",",null
582,the,null
582,resulting,null
582,dark,B-material_descriptor
582,green,I-material_descriptor
582,product,B-unspecified_material
582,was,null
582,filtered,B-operation
582,off,null
582,",",null
582,washed,B-operation
582,with,null
582,distilled,B-material_descriptor
582,water,B-solvent
582,and,null
582,absolute,B-material_descriptor
582,ethanol,B-solvent
582,for,null
582,several,B-condition_misc
582,times,I-condition_misc
582,",",null
582,and,null
582,then,null
582,dried,B-operation
582,under,null
582,vacuum,B-condition_misc
582,at,null
582,60,B-number
582,degC,B-condition_unit
582,for,null
582,6,B-number
582,h,B-condition_unit
582,.,null
583,Lidocaine,B-precursor
583,(,null
583,L7757,null
583,),null
583,",",null
583,monoethylglycinexylidide,B-precursor
583,(,null
583,MEGX,B-precursor
583,",",null
583,SML0087,null
583,",",null
583,the,null
583,N-dealkylated,B-material_descriptor
583,form,null
583,of,null
583,lidocaine,B-nonrecipe_material
583,),null
583,and,null
583,ammonium,B-precursor
583,hydroxide,I-precursor
583,(,null
583,NH4OH,B-precursor
583,",",null
583,221228,null
583,),null
583,were,null
583,purchased,B-operation
583,from,null
583,Sigma-Aldrich,B-brand
583,.,null
584,Formic,B-precursor
584,acid,I-precursor
584,(,null
584,HCOOH,B-precursor
584,",",null
584,94318,null
584,),null
584,and,null
584,acetaminophen,B-precursor
584,(,null
584,00370,null
584,),null
584,were,null
584,purchased,B-operation
584,from,null
584,Fluka,B-brand
584,and,null
584,ultra-pure,B-material_descriptor
584,HPLC,I-material_descriptor
584,grade,I-material_descriptor
584,acetonitrile,B-precursor
584,(,null
584,ACN,B-precursor
584,",",null
584,01203502,null
584,),null
584,was,null
584,purchased,B-operation
584,from,null
584,Biosolve,B-brand
584,.,null
585,Trifluoroacetic,B-precursor
585,acid,I-precursor
585,(,null
585,TFA,B-precursor
585,",",null
585,289084,null
585,),null
585,was,null
585,purchased,B-operation
585,from,null
585,Thermo,B-brand
585,Fisher,I-brand
585,",",null
585,and,null
585,sulfuric,B-precursor
585,acid,I-precursor
585,(,null
585,H2SO4,B-precursor
585,",",null
585,100731100,null
585,),null
585,from,null
585,Merck,B-brand
585,Millipore,I-brand
585,.,null
586,Ultrapure,B-material_descriptor
586,water,B-solvent
586,was,null
586,obtained,B-operation
586,from,null
586,a,null
586,Milli-Q,B-synthesis_apparatus
586,Advantage,I-synthesis_apparatus
586,A10,I-synthesis_apparatus
586,Water,I-synthesis_apparatus
586,Purification,I-synthesis_apparatus
586,system,I-synthesis_apparatus
586,(,null
586,Millipore,B-brand
586,Corp.,I-brand
586,",",null
586,Billerica,null
586,",",null
586,MA,null
586,",",null
586,USA,null
586,),null
586,.,null
587,Influence,null
587,of,null
587,organic,null
587,nitrogenous,null
587,compounds,null
587,phenothiazine,B-material
587,and,null
587,diphenyl,B-material
587,amine,I-material
587,in,null
587,poly(vinylidene,B-target
587,fluoride,I-target
587,),I-target
587,blended,null
587,with,null
587,poly(ethylene,B-target
587,oxide,I-target
587,),I-target
587,polymer,B-property_misc
587,electrolyte,I-property_misc
587,in,null
587,dye,null
587,-,null
587,sensitized,null
587,solar,null
587,cells,null
587,.,null
588,0.3,B-number
588,g,B-amount_unit
588,of,null
588,polymer,B-unspecified_material
588,blend,I-unspecified_material
588,",",null
588,PVdF,B-precursor
588,(,null
588,0.23,B-number
588,g,B-amount_unit
588,),null
588,-,null
588,PEO,B-precursor
588,(,null
588,0.07,B-number
588,g,B-amount_unit
588,),null
588,",",null
588,was,null
588,dissolved,B-operation
588,in,null
588,25,B-number
588,ml,B-amount_unit
588,of,null
588,dimethyl,B-solvent
588,formamide,I-solvent
588,(,null
588,DMF,B-solvent
588,),null
588,under,null
588,continuous,B-condition_misc
588,stirring,B-operation
588,at,null
588,353,B-number
588,K,B-condition_unit
588,.,null
589,After,null
589,about,null
589,2,B-number
589,h,B-condition_unit
589,",",null
589,0.03,B-number
589,g,B-amount_unit
589,of,null
589,KI,B-material
589,",",null
589,0.007,B-number
589,g,B-amount_unit
589,of,null
589,I2,B-material
589,and,null
589,0.007,B-number
589,g,B-amount_unit
589,organic,B-unspecified_material
589,nitrogenous,I-unspecified_material
589,compounds,I-unspecified_material
589,(,null
589,DPA,B-material
589,in,null
589,one,null
589,portion,null
589,and,null
589,PT,B-material
589,in,null
589,another,null
589,portion,null
589,),null
589,were,null
589,added,B-operation
589,.,null
590,The,null
590,polymer,B-unspecified_material
590,solution,I-unspecified_material
590,was,null
590,stirred,B-operation
590,continuously,B-condition_misc
590,for,null
590,another,null
590,2,B-number
590,h,B-condition_unit
590,until,null
590,a,null
590,homogenous,B-material_descriptor
590,viscous,I-material_descriptor
590,liquid,B-unspecified_material
590,was,null
590,formed,B-operation
590,.,null
591,The,null
591,polymer,B-unspecified_material
591,blend,I-unspecified_material
591,solutions,I-unspecified_material
591,were,null
591,then,null
591,cast,B-operation
591,on,null
591,to,null
591,a,null
591,petridish,B-synthesis_apparatus
591,and,null
591,vacuum,B-operation
591,dried,I-operation
591,at,null
591,333,B-number
591,K,B-condition_unit
591,for,null
591,15,B-number
591,h,B-condition_unit
591,to,null
591,enable,null
591,solvent,null
591,evaporation,B-operation
591,.,null
592,Raw,null
592,materials,null
592,of,null
592,BaCO3,B-precursor
592,",",null
592,SnO2,B-precursor
592,and,null
592,TiO2,B-precursor
592,were,null
592,first,null
592,weighed,B-operation
592,in,null
592,accordance,null
592,with,null
592,the,null
592,composition,null
592,of,null
592,BaTi0.85Sn0.15O3,B-target
592,.,null
593,After,null
593,mixing,B-operation
593,and,null
593,ball,B-operation
593,milling,I-operation
593,for,null
593,1,B-number
593,h,B-condition_unit
593,",",null
593,the,null
593,mixture,B-unspecified_material
593,was,null
593,dried,B-operation
593,for,null
593,24,B-number
593,h,B-condition_unit
593,and,null
593,then,null
593,ground,B-operation
593,.,null
594,Then,null
594,",",null
594,the,null
594,calcining,B-operation
594,process,null
594,with,null
594,a,null
594,temperature,null
594,of,null
594,1100,B-number
594,degC,B-condition_unit
594,for,null
594,2,B-number
594,h,B-condition_unit
594,was,null
594,conducted,B-operation
594,.,null
595,Finally,null
595,",",null
595,the,null
595,pressed,B-operation
595,target,null
595,was,null
595,sintered,B-operation
595,at,null
595,1370,B-number
595,degC,B-condition_unit
595,in,null
595,an,null
595,air,B-gas
595,ambient,null
595,for,null
595,2,B-number
595,h,B-condition_unit
595,.,null
596,Catalytic,null
596,Performance,null
596,of,null
596,Zeolite,B-property_misc
596,-,I-property_misc
596,Supported,I-property_misc
596,Vanadia,B-target
596,in,null
596,the,null
596,Aerobic,null
596,Oxidation,null
596,of,null
596,5-hydroxymethylfurfural,B-material
596,to,null
596,"2,5-diformylfuran",B-material
596,.,null
597,5-Hydroxymethylfurfural,B-material
597,(,null
597,HMF,B-material
597,;,null
597,>,null
597,99,B-number
597,%,B-amount_unit
597,),null
597,",",null
597,acetonitrile,B-material
597,(,null
597,>,null
597,=,null
597,99.9,B-number
597,%,B-amount_unit
597,),null
597,",",null
597,toluene,B-solvent
597,(,null
597,anhydrous,B-material_descriptor
597,",",null
597,99.8,B-number
597,%,B-amount_unit
597,),null
597,",",null
597,"α,α,α-trifluorotoluene",B-solvent
597,(,null
597,TFT,B-solvent
597,),null
597,(,null
597,>,null
597,=,null
597,99,B-number
597,%,B-amount_unit
597,),null
597,",",null
597,"N,N-dimethylformamide",B-solvent
597,(,null
597,DMF,B-solvent
597,;,null
597,>,null
597,=,null
597,99.9,B-number
597,%,B-amount_unit
597,),null
597,",",null
597,ammonium,B-precursor
597,metavanadate,I-precursor
597,(,null
597,>,null
597,=,null
597,99,B-number
597,%,B-amount_unit
597,),null
597,",",null
597,oxalic,B-solvent
597,acid,I-solvent
597,(,null
597,>,null
597,=,null
597,99,B-number
597,%,B-amount_unit
597,),null
597,",",null
597,sodium,B-precursor
597,nitrate,I-precursor
597,(,null
597,>,null
597,=,null
597,99,B-number
597,%,B-amount_unit
597,),null
597,",",null
597,and,null
597,anisole,B-solvent
597,(,null
597,99,B-number
597,%,B-amount_unit
597,),null
597,were,null
597,acquired,B-operation
597,from,null
597,Sigma-Aldrich,B-brand
597,.,null
598,Methyl,B-solvent
598,isobutyl,I-solvent
598,ketone,I-solvent
598,(,null
598,MIBK,B-solvent
598,;,null
598,>,null
598,=,null
598,98,B-number
598,%,B-amount_unit
598,),null
598,and,null
598,dimethylsulfoxide,B-solvent
598,(,null
598,DMSO,B-solvent
598,;,null
598,>,null
598,=,null
598,99,B-number
598,%,B-amount_unit
598,),null
598,were,null
598,purchased,B-operation
598,from,null
598,Fluka,B-brand
598,.,null
599,"2,5-Diformylfuran",B-solvent
599,(,null
599,DFF,B-solvent
599,;,null
599,98,B-number
599,%,B-amount_unit
599,),null
599,was,null
599,supplied,B-operation
599,by,null
599,ABCR,B-brand
599,GmbH,I-brand
599,&,I-brand
599,Co.,I-brand
600,Dioxygen,B-gas
600,(,null
600,99.5,B-number
600,%,null
600,),null
600,was,null
600,purchased,B-operation
600,from,null
600,Air,B-brand
600,Liquide,I-brand
600,",",I-brand
600,Denmark,I-brand
600,.,null
601,All,null
601,NH4,B-precursor
601,-,I-precursor
601,zeolites,I-precursor
601,were,null
601,obtained,B-operation
601,from,null
601,Zeolyst,B-brand
601,International,I-brand
601,",",I-brand
601,USA,I-brand
601,.,null
602,Vanadium,B-precursor
602,oxide,I-precursor
602,(,B-number
602,99.8,I-number
602,%,B-amount_unit
602,),null
602,was,null
602,acquired,B-operation
