Sentence #,Word,Tag
407,under,null
407,flowing,null
407,Ar,gas
407,/,gas
407,H2,gas
407,atmosphere,material-descriptor
407,(,null
407,100,number
407,mL,amount-unit
407,min-1,amount-unit
407,",",null
407,95,number
407,vol.,amount-unit
407,%,amount-unit
407,Ar,gas
407,and,null
407,5,number
407,vol.,amount-unit
407,%,amount-unit
407,H2,gas
407,),null
407,for,null
407,10,number
407,h,condition-unit
407,",",null
407,and,null
407,for,null
407,the,null
407,carbon,material
407,coating,material-descriptor
407,",",null
407,the,null
407,gas,unspecified-material
407,was,null
407,then,null
407,switched,operation
407,to,null
407,C2H4,gas
407,/,gas
407,Ar,gas
407,(,null
407,20,number
407,mL,amount-unit
407,min-1,amount-unit
407,",",null
407,50,number
407,vol.,amount-unit
407,%,amount-unit
407,C2H4,gas
407,and,null
407,50,number
407,vol.,amount-unit
407,%,amount-unit
407,Ar,gas
407,),null
407,for,null
407,15,number
407,min,condition-unit
407,.,null
408,And,null
408,the,null
408,experimental,null
408,parameters,null
408,",",null
408,such,null
408,as,null
408,the,null
408,phosphate,nonrecipe-material
408,sources,null
408,and,null
408,the,null
408,solvent,unspecified-material
408,",",null
408,were,null
408,also,null
408,varied,operation
408,during,null
408,the,null
408,synthesis,null
408,to,null
408,study,null
408,their,null
408,effects,null
408,on,null
408,the,null
408,shape,null
408,of,null
408,the,null
408,final,null
408,product,unspecified-material
408,.,null
409,Understanding,null
409,the,null
409,stepwise,null
409,capacity,null
409,increase,null
409,of,null
409,high,null
409,energy,null
409,low-Co,nonrecipe-material
409,Li,nonrecipe-material
409,-,null
409,rich,null
409,cathode,null
409,materials,null
409,for,null
409,lithium,null
409,ion,null
409,batteries,null
409,.,null
410,All,null
410,the,null
410,chemicals,unspecified-material
410,were,null
410,purchased,operation
410,from,null
410,Aldrich,brand
410,Sigma,brand
410,.,null
411,The,null
411,Li[CoxLi1,target
411,/,target
411,3-x,target
411,/,target
411,3Mn2,target
411,/,target
411,3-2x,target
411,/,target
411,3]O2,target
411,(,null
411,x,null
411,=,null
411,0,number
411,",",number
411,0.087,number
411,",",number
411,0.1,number
411,",",number
411,0.118,number
411,),null
411,composites,property-misc
411,were,null
411,synthesized,operation
411,in,null
411,two,null
411,steps,null
411,.,null
412,First,null
412,",",null
412,stoichiometric,amount-misc
412,amounts,amount-misc
412,of,null
412,Mn(NO3)2*4H2O,precursor
412,and,null
412,Co(NO3)2*6H2O,precursor
412,were,null
412,dissolved,operation
412,in,null
412,distilled,material-descriptor
412,water,solvent
412,and,null
412,then,null
412,slowly,condition-misc
412,added,operation
412,dropwise,condition-misc
412,to,null
412,an,null
412,equal,amount-misc
412,volume,amount-misc
412,of,null
412,0.2,number
412,M,amount-unit
412,sodium,material
412,carbonate,material
412,solution,material-descriptor
412,under,null
412,vigorous,condition-misc
412,stirring,operation
412,.,null
413,After,null
413,20,number
413,h,condition-unit
413,aging,operation
413,at,null
413,room,condition-misc
413,temperature,condition-misc
413,",",null
413,the,null
413,metal,unspecified-material
413,ions,unspecified-material
413,were,null
413,fully,null
413,co-precipitated,operation
413,as,null
413,carbonates,unspecified-material
413,.,null
414,In,null
414,the,null
414,second,null
414,step,null
414,",",null
414,the,null
414,collected,material-descriptor
414,carbonates,unspecified-material
414,were,null
414,pre-treated,operation
414,at,null
414,500,number
414,degC,condition-unit
414,for,null
414,5,number
414,h,condition-unit
414,in,null
414,air,gas
414,and,null
414,then,null
414,calcined,operation
414,with,null
414,a,null
414,stoichiometric,amount-misc
414,amount,amount-misc
414,of,null
414,LiOH*H2O,precursor
414,at,null
414,900,number
414,degC,condition-unit
414,for,null
414,another,null
414,12,number
414,h,condition-unit
414,in,null
414,air,gas
414,to,null
414,produce,operation
414,the,null
414,final,unspecified-material
414,cathode,unspecified-material
414,materials,unspecified-material
414,.,null
415,Graphite,precursor
415,and,null
415,other,null
415,chemicals,unspecified-material
415,were,null
415,obtained,operation
415,from,null
415,Sigma-Aldrich,brand
415,and,null
415,are,null
415,of,null
415,reagent,material-descriptor
415,grade,material-descriptor
415,or,null
415,higher,null
415,.,null
416,In,null
416,the,null
416,production,null
416,of,null
416,graphene,target
416,",",null
416,the,null
416,first,null
416,step,null
416,was,null
416,the,null
416,oxidation,operation
416,of,null
416,graphite,precursor
416,to,null
416,graphite,material
416,oxide,material
416,using,null
416,the,null
416,modified,null
416,-,null
416,Hummers,meta
416,method,meta
416,as,null
416,reported,null
416,in,null
416,the,null
416,literature,null
416,[24],null
416,and,null
416,[25],null
416,.,null
417,The,null
417,graphite,material
417,oxide,material
417,was,null
417,subsequently,null
417,thermally,operation
417,exfoliated,operation
417,at,null
417,1000,number
417,degC,condition-unit
417,to,null
417,give,null
417,reduced,null
417,graphene,null
417,based,null
417,on,null
417,our,null
417,previous,null
417,method,null
417,[26],null
417,.,null
418,Graphene,target
418,dispersions,null
418,were,null
418,prepared,operation
418,in,null
418,DMF,solvent
418,at,null
418,concentrations,null
418,ranging,null
418,from,null
418,1,number
418,mg,amount-unit
418,mL-,amount-unit
418,1,amount-unit
418,to,null
418,7,number
418,mg,amount-unit
418,mL-,amount-unit
418,1,amount-unit
418,",",null
418,by,null
418,ultrasonication,operation
418,for,null
418,an,null
418,initial,null
418,10,number
418,mins,condition-unit
418,followed,null
418,by,null
418,5,number
418,mins,condition-unit
418,before,null
418,each,null
418,subsequent,null
418,drop,null
418,-,null
418,casting,null
418,event,null
418,.,null
419,Synthesis,null
419,",",null
419,acid,null
419,properties,null
419,and,null
419,catalysis,null
419,by,null
419,niobium,target
419,oxide,target
419,nanostructured,property-misc
419,materials,null
419,.,null
420,Dichloromethane,precursor
420,and,null
420,acetonitrile,precursor
420,were,null
420,purified,operation
420,with,null
420,a,null
420,LC,brand
420,Technology,brand
420,Solutions,brand
420,Inc.,brand
420,SPBT-1,synthesis-apparatus
420,Bench,synthesis-apparatus
420,-,synthesis-apparatus
420,Top,synthesis-apparatus
420,Solvent,synthesis-apparatus
420,Purification,synthesis-apparatus
420,System,synthesis-apparatus
420,.,null
421,Compound,unspecified-material
421,1,unspecified-material
421,was,null
421,synthesized,operation
421,according,null
421,to,null
421,literature,null
421,procedures.9,reference
421,NbCl5,precursor
421,and,null
421,Nb(OEt)5,precursor
421,used,operation
421,in,null
421,the,null
421,preparation,null
421,of,null
421,T-I,null
421,and,null
421,T-II,null
421,were,null
421,purchased,operation
421,from,null
421,Sigma-Aldrich,brand
421,and,null
421,used,operation
421,as,null
421,received,null
421,.,null
422,Commercial,material-descriptor
422,Nb2O5,precursor
422,(,null
422,Puratronic(r),brand
422,",",null
422,99.9985,number
422,%,amount-unit
422,),null
422,was,null
422,purchased,operation
422,from,null
422,Alfa,brand
422,Aesar,brand
422,and,null
422,used,operation
422,as,null
422,received,null
422,.,null
423,Pluronic,precursor
423,(,null
423,P123,precursor
423,),null
423,and,null
423,dodecylamine,precursor
423,98,number
423,%,amount-unit
423,were,null
423,used,operation
423,as,null
423,structure,material-descriptor
423,-,material-descriptor
423,directing,material-descriptor
423,agents,material-descriptor
423,and,null
423,were,null
423,purchased,operation
423,from,null
423,Sigma-Aldrich,brand
423,.,null
424,Milli-Q,material-descriptor
424,water,solvent
424,(,null
424,resistivity,null
424,18.2,number
424,MΩ,amount-unit
424,cm-1,amount-unit
424,at,null
424,25,number
424,degC,amount-unit
424,;,null
424,0.22,number
424,μm,amount-unit
424,filter,null
424,),null
424,was,null
424,used,operation
424,in,null
424,all,null
424,preparations,null
424,and,null
424,reactions,null
424,requiring,null
424,aqueous,null
424,conditions,null
424,.,null
425,Synthesis,operation
425,of,null
425,the,null
425,Nb2O5,target
425,materials,null
425,discussed,null
425,within,null
425,this,null
425,contribution,null
425,have,null
425,been,null
425,adapted,null
425,from,null
425,previously,null
425,reported,null
425,procedures,null
425,.,null
426,The,null
426,methods,null
426,used,operation
426,are,null
426,briefly,null
426,described,null
426,in,null
426,the,null
426,following,null
426,paragraphs,null
426,:,null
426,5,number
426,g,amount-unit
426,of,null
426,NbCl5,precursor
426,(,null
426,18.5,number
426,mmol,amount-unit
426,),null
426,were,null
426,dissolved,operation
426,in,null
426,99,number
426,%,amount-unit
426,ethanol,solvent
426,(,null
426,10,number
426,mL,amount-unit
426,),null
426,under,null
426,constant,condition-misc
426,stirring,operation
426,.,null
427,To,null
427,this,null
427,solution,material-descriptor
427,NH4OH,precursor
427,(,null
427,1,number
427,M,amount-unit
427,),null
427,was,null
427,slowly,condition-misc
427,added,operation
427,to,null
427,the,null
427,aforementioned,null
427,solution,unspecified-material
427,until,null
427,a,null
427,white,material-descriptor
427,precipitate,unspecified-material
427,was,null
427,observed,operation
427,.,null
428,The,null
428,precipitate,unspecified-material
428,was,null
428,then,null
428,separated,operation
428,from,null
428,the,null
428,solution,unspecified-material
428,by,null
428,centrifugation,operation
428,(,null
428,3000,number
428,rpm,condition-unit
428,),null
428,",",null
428,washed,operation
428,four,number
428,times,condition-unit
428,using,null
428,Milli-Q,material-descriptor
428,water,material
428,and,null
428,dried,operation
428,at,null
428,120,number
428,degC,condition-unit
428,for,null
428,24,number
428,hours,condition-unit
428,.,null
429,5,number
429,g,amount-unit
429,of,null
429,NbCl5,precursor
429,(,null
429,18.5,number
429,mmol,amount-unit
429,),null
429,were,null
429,dissolved,operation
429,in,null
429,200,number
429,mL,amount-unit
429,Milli-Q,material-descriptor
429,water,solvent
429,.,null
430,Immediately,null
430,after,null
430,addition,operation
430,",",null
430,the,null
430,yellow,material-descriptor
430,powder,unspecified-material
430,became,operation
430,white,material-descriptor
430,.,null
431,After,null
431,stirring,operation
431,for,null
431,3,number
431,h,condition-unit
431,at,null
431,room,condition-misc
431,temperature,condition-misc
431,",",null
431,the,null
431,white,material-descriptor
431,precipitate,unspecified-material
431,was,null
431,centrifuged,operation
431,(,null
431,3000,number
431,rpm,condition-unit
431,),null
431,and,null
431,washed,operation
431,four,number
431,times,condition-unit
431,with,null
431,Milli-Q,material-descriptor
431,water,material
431,until,null
431,the,null
431,filtrate,unspecified-material
431,was,null
431,at,null
431,neutral,condition-misc
431,pH,condition-misc
431,.,null
432,The,null
432,obtained,operation
432,solid,unspecified-material
432,was,null
432,dried,operation
432,at,null
432,120,number
432,degC,condition-unit
432,for,null
432,24,number
432,hours,condition-unit
432,.,null
433,1.5,number
433,g,amount-unit
433,of,null
433,P-123,precursor
433,were,null
433,dispersed,operation
433,in,null
433,11,number
433,mL,amount-unit
433,of,null
433,Milli-Q,material-descriptor
433,water,solvent
433,and,null
433,45,number
433,mL,amount-unit
433,of,null
433,HCl,solvent
433,(,null
433,2,number
433,M,amount-unit
433,),null
433,at,null
433,40,number
433,degC,condition-unit
433,.,null
434,5,number
434,g,amount-unit
434,of,null
434,Nb(OEt)5,precursor
434,(,null
434,15.7,number
434,mmol,amount-unit
434,),null
434,was,null
434,added,operation
434,to,null
434,solution,unspecified-material
434,under,null
434,stirring,operation
434,.,null
435,The,null
435,resulting,null
435,mixture,unspecified-material
435,was,null
435,kept,operation
435,at,null
435,40,number
435,degC,condition-unit
435,for,null
435,24,number
435,hours,condition-unit
435,and,null
435,then,null
435,precipitated,operation
435,in,null
435,a,null
435,Teflon,apparatus-descriptor
435,-,apparatus-descriptor
435,lined,apparatus-descriptor
435,autoclave,synthesis-apparatus
435,at,null
435,100,number
435,degC,condition-unit
435,for,null
435,48,number
435,hours,condition-unit
435,.,null
436,The,null
436,obtained,operation
436,solid,unspecified-material
436,was,null
436,filtered,operation
436,",",null
436,washed,operation
436,with,null
436,Milli-Q,material-descriptor
436,water,material
436,and,null
436,dried,operation
436,in,null
436,air,gas
436,at,null
436,room,condition-misc
436,temperature,condition-misc
436,.,null
437,Excess,material-descriptor
437,surfactant,unspecified-material
437,was,null
437,removed,operation
437,by,null
437,Soxhlet,operation
437,extraction,operation
437,first,null
437,by,null
437,washing,operation
437,with,null
437,1,number
437,%,amount-unit
437,HCl,material
437,in,null
437,95,number
437,%,amount-unit
437,EtOH,material
437,(,null
437,300,number
437,mL,amount-unit
437,),null
437,and,null
437,then,null
437,with,null
437,95,number
437,%,amount-unit
437,EtOH,material
437,only,null
437,(,null
437,120,number
437,mL,amount-unit
437,),null
437,.,null
438,The,null
438,final,null
438,",",null
438,template,property-misc
438,-,property-misc
438,free,property-misc
438,mesoporous,property-misc
438,Nb2O5*nH2O,target
438,was,null
438,dried,operation
438,in,null
438,the,null
438,oven,synthesis-apparatus
438,at,null
438,120,number
438,degC,condition-unit
438,for,null
438,18,number
438,hours,condition-unit
438,.,null
439,A,null
439,mixture,material-descriptor
439,of,null
439,Nb(OEt)5,precursor
439,(,null
439,3.25,number
439,g,amount-unit
439,",",null
439,10.3,number
439,mmol,amount-unit
439,),null
439,and,null
439,dodecylamine,precursor
439,(,null
439,0.57,number
439,g,amount-unit
439,",",null
439,3.1,number
439,mmol,amount-unit
439,),null
439,was,null
439,heated,operation
439,until,null
439,a,null
439,homogeneous,material-descriptor
439,solution,unspecified-material
439,was,null
439,obtained,operation
439,.,null
440,Subsequent,null
440,addition,operation
440,of,null
440,65.4,number
440,mL,amount-unit
440,of,null
440,Milli-Q,material-descriptor
440,water,precursor
440,with,null
440,manual,condition-misc
440,stirring,operation
440,resulted,null
440,in,null
440,the,null
440,formation,operation
440,of,null
440,a,null
440,gel,material-descriptor
440,-,material-descriptor
440,like,material-descriptor
440,precipitate,unspecified-material
440,.,null
441,Further,null
441,addition,operation
441,of,null
441,27.6,number
441,μL,amount-unit
441,(,null
441,0.3,number
441,mmol,amount-unit
441,),null
441,concentrated,material-descriptor
441,HCl,precursor
441,afforded,operation
441,a,null
441,white,material-descriptor
441,precipitate,unspecified-material
441,.,null
442,The,null
442,reaction,null
442,mixture,unspecified-material
442,was,null
442,allowed,null
442,to,null
442,stand,operation
442,overnight,condition-misc
442,",",null
442,sealed,operation
442,and,null
442,heated,operation
442,at,null
442,40,number
442,degC,condition-unit
442,for,null
442,30,number
442,hours,condition-unit
442,",",null
442,60-65,number
442,degC,condition-unit
442,for,null
442,66,number
442,hours,condition-unit
442,",",null
442,80,number
442,degC,condition-unit
442,for,null
442,48,number
442,hours,condition-unit
442,",",null
442,and,null
442,95-100,number
442,degC,condition-unit
442,for,null
442,5,number
442,days,condition-unit
442,.,null
443,The,null
443,solid,unspecified-material
443,was,null
443,then,null
443,cooled,operation
443,down,null
443,",",null
443,collected,operation
443,by,null
443,filtration,operation
443,and,null
443,dried,operation
443,at,null
443,95-100,number
443,degC,condition-unit
443,for,null
443,2,number
443,hours,condition-unit
443,",",null
443,120,number
443,degC,condition-unit
443,for,null
443,48,number
443,hours,condition-unit
443,",",null
443,and,null
443,140,number
443,degC,condition-unit
443,for,null
443,48,number
443,hours,condition-unit
443,.,null
444,The,null
444,white,material-descriptor
444,solid,unspecified-material
444,was,null
444,then,null
444,washed,operation
444,four,number
444,times,condition-unit
444,to,null
444,remove,operation
444,the,null
444,presence,null
444,of,null
444,excess,material-descriptor
444,surfactant,unspecified-material
444,.,null
445,Each,null
445,washing,operation
445,cycle,null
445,was,null
445,conducted,operation
445,for,null
445,24,number
445,hours,condition-unit
445,under,null
445,vigorous,condition-misc
445,stirring,operation
445,followed,null
445,by,null
445,Buchner,operation
445,filtration,operation
445,.,null
446,645,number
446,mg,amount-unit
446,(,null
446,3.4,number
446,mmol,amount-unit
446,),null
446,of,null
446,p-toluenesulfonic,material
446,acid,material
446,in,null
446,13,number
446,mL,amount-unit
446,of,null
446,ether,material
446,were,null
446,added,operation
446,to,null
446,100,number
446,mL,amount-unit
446,of,null
446,MeOH,material
446,for,null
446,the,null
446,first,condition-misc
446,wash,operation
446,.,null
447,For,null
447,the,null
447,second,condition-misc
447,wash,operation
447,",",null
447,65,number
447,mg,amount-unit
447,(,null
447,0.3,number
447,mmol,amount-unit
447,),null
447,of,null
447,p-toluenesulfonic,material
447,acid,material
447,in,null
447,3,number
447,mL,amount-unit
447,of,null
447,ether,material
447,were,null
447,added,operation
447,to,null
447,100,number
447,mL,amount-unit
447,of,null
447,MeOH,material
447,.,null
448,Third,condition-misc
448,and,null
448,fourth,condition-misc
448,washings,operation
448,were,null
448,done,null
448,using,null
448,MeOH,material
448,(,null
448,100,number
448,mL,amount-unit
448,),null
448,only,null
448,.,null
449,The,null
449,final,null
449,",",null
449,template,property-misc
449,-,property-misc
449,free,property-misc
449,mesoporous,property-misc
449,Nb2O5*nH2O,target
449,was,null
449,dried,operation
449,into,null
449,the,null
449,oven,synthesis-apparatus
449,at,null
449,120,number
449,degC,condition-unit
449,for,null
449,24,number
449,hours,condition-unit
449,.,null
450,Direct,null
450,evidence,null
450,for,null
450,high,null
450,Na+,null
450,mobility,null
450,and,null
450,high,null
450,voltage,null
450,structural,null
450,processes,null
450,in,null
450,P2-Nax[LiyNizMn1-y-z]O2,target
450,(,null
450,x,null
450,",",null
450,y,null
450,",",null
450,z,null
450,<,null
450,=,null
450,1,null
450,),null
450,cathodes,property-misc
450,from,null
450,solid,null
450,-,null
450,state,null
450,NMR,null
450,and,null
450,DFT,null
450,calculations,null
450,.,null
451,The,null
451,Na2,nonrecipe-material
451,/,null
451,3Ni1,nonrecipe-material
451,/,null
451,3Mn2,nonrecipe-material
451,/,null
451,3O2,nonrecipe-material
451,material,null
451,was,null
451,synthesized,operation
451,by,null
451,co-precipitation,operation
451,.,null
452,Stoichiometric,amount-misc
452,amounts,amount-misc
452,of,null
452,the,null
452,precursors,material-descriptor
452,",",null
452,Mn(NO3)*4H2O,precursor
452,and,null
452,Ni(NO3)*6H2O,precursor
452,",",null
452,were,null
452,dissolved,operation
452,in,null
452,deionized,material-descriptor
452,water,solvent
452,.,null
453,The,null
453,transition,precursor
453,metal,precursor
453,nitrate,precursor
453,solutions,material-descriptor
453,were,null
453,titrated,operation
453,into,null
453,a,null
453,stoichiometric,amount-misc
453,NaOH,solvent
453,solution,material-descriptor
453,using,operation
453,a,null
453,peristaltic,apparatus-descriptor
453,pump,synthesis-apparatus
453,at,null
453,10,number
453,ml,condition-unit
453,h-1,condition-unit
453,rate,condition-type
453,.,null
454,The,null
454,solution,unspecified-material
454,was,null
454,stirred,operation
454,slowly,condition-misc
454,to,null
454,insure,null
454,homogeneity,condition-misc
454,.,null
455,The,null
455,co-precipitated,operation
455,solid,material-descriptor
455,M(OH)2,material
455,phase,null
455,was,null
455,centrifuged,operation
455,and,null
455,washed,operation
455,three,number
455,times,condition-unit
455,with,null
455,deionized,material-descriptor
455,water,material
455,.,null
456,The,null
456,co-precipitated,operation
456,material,unspecified-material
456,was,null
456,dried,operation
456,in,null
456,the,null
456,oven,synthesis-apparatus
456,to,null
456,remove,operation
456,excess,condition-misc
456,water,material
456,and,null
456,was,null
456,ground,operation
456,with,null
456,a,null
456,stoichiometric,amount-misc
456,amount,amount-misc
456,of,null
456,Na2CO3,material
456,.,null
457,The,null
457,material,unspecified-material
457,was,null
457,precalcined,operation
457,at,null
457,500,number
457,degC,condition-unit
457,for,null
457,5,number
457,h,condition-unit
457,and,null
457,calcined,operation
457,in,null
457,pellet,null
457,form,null
457,at,null
457,900,number
457,degC,condition-unit
457,for,null
457,14,number
457,h,condition-unit
457,in,null
457,a,null
457,50,number
457,ml,apparatus-unit
457,porcelain,apparatus-descriptor
457,crucible,synthesis-apparatus
457,.,null
458,The,null
458,synthesis,null
458,protocol,null
458,for,null
458,the,null
458,P2-Na0.8Li0.12Ni0.22Mn0.66O2,target
458,material,null
458,was,null
458,described,operation
458,in,null
458,our,null
458,previous,null
458,study.19,reference
459,In,meta
459,situ,meta
459,synthesis,null
459,and,null
459,assembly,null
459,of,null
459,copper,target
459,oxide,target
459,nanocrystals,property-misc
459,on,null
459,copper,null
459,foil,null
459,via,null
459,a,null
459,mild,null
459,hydrothermal,meta
459,process,null
459,.,null
460,Cationic,precursor
460,surfactant,precursor
460,cetyltrimethylammonium,precursor
460,bromide,precursor
460,(,null
460,CTAB,precursor
460,),null
460,",",null
460,anionic,precursor
460,surfactant,precursor
460,sodium,precursor
460,dodecyl,precursor
460,sulfate,precursor
460,(,null
460,SDS,precursor
460,),null
460,",",null
460,nonionic,material-descriptor
460,surfactant,material-descriptor
460,poly(oxyethylene),precursor
460,(,precursor
460,"1,1,3,3-tetramethylbutyl",precursor
460,),precursor
460,phenyl,precursor
460,ether,precursor
460,(,null
460,Tx,precursor
460,-,precursor
460,100,precursor
460,),null
460,",",null
460,ammonium,precursor
460,peroxydisulfate,precursor
460,(,null
460,(NH4)2S2O8,precursor
460,",",null
460,APS,null
460,),null
460,and,null
460,sodium,solvent
460,hydroxide,solvent
460,(,null
460,NaOH,solvent
460,),null
460,were,null
460,purchased,operation
460,commercially,condition-misc
460,and,null
460,used,operation
460,without,condition-misc
460,further,null
460,purification,operation
460,.,null
461,Copper,apparatus-descriptor
461,foils,synthesis-apparatus
461,(,null
461,1.5,number
461,x,number
461,1.5,number
461,cm,apparatus-unit
461,",",null
461,99.9,number
461,%,apparatus-unit
461,),null
461,with,null
461,a,null
461,thickness,apparatus-property-type
461,of,null
461,0.2,number
461,mm,apparatus-unit
461,were,null
461,washed,operation
461,with,null
461,1,number
461,M,amount-unit
461,NaOH,material
461,",",null
461,1,number
461,M,amount-unit
461,HCl,material
461,and,null
461,deionized,material-descriptor
461,water,material
461,before,null
461,use,null
461,.,null
462,In,null
462,a,null
462,typical,null
462,procedure,null
462,",",null
462,the,null
462,starting,null
462,solution,unspecified-material
462,was,null
462,prepared,operation
462,by,null
462,mixing,operation
462,6.4,number
462,g,amount-unit
462,NaOH,precursor
462,(,null
462,5,number
462,M,amount-unit
462,),null
462,and,null
462,1.0954,number
462,g,amount-unit
462,(NH4)2S2O8,precursor
462,(,null
462,0.15,number
462,M,amount-unit
462,),null
462,in,null
462,32,number
462,ml,amount-unit
462,water,solvent
462,.,null
463,After,null
463,5,number
463,min,condition-unit
463,",",null
463,0.2333,number
463,g,amount-unit
463,CTAB,precursor
463,(,null
463,0.02,number
463,M,amount-unit
463,),null
463,was,null
463,introduced,operation
463,into,null
463,the,null
463,aqueous,material-descriptor
463,solution,unspecified-material
463,under,null
463,stirring,operation
463,",",null
463,resulting,operation
463,in,null
463,a,null
463,white,material-descriptor
463,aqueous,material-descriptor
463,solution,unspecified-material
463,.,null
464,After,null
464,CTAB,material
464,had,null
464,completely,condition-misc
464,dissolved,operation
464,in,null
464,the,null
464,water,solvent
464,",",null
464,the,null
464,solution,unspecified-material
464,was,null
464,transferred,operation
464,into,null
464,Teflon,apparatus-descriptor
464,-,apparatus-descriptor
464,lined,apparatus-descriptor
464,stainless,apparatus-descriptor
464,steel,apparatus-descriptor
464,autoclaves,synthesis-apparatus
464,",",null
464,and,null
464,the,null
464,previously,null
464,-,null
464,cleaned,null
464,copper,apparatus-descriptor
464,foil,synthesis-apparatus
464,was,null
464,then,null
464,immersed,operation
464,in,null
464,the,null
464,solution,unspecified-material
464,.,null
465,After,null
465,that,null
465,",",null
465,the,null
465,autoclaves,synthesis-apparatus
465,was,null
465,sealed,operation
465,and,null
465,maintained,operation
465,at,null
465,160,number
465,degC,condition-unit
465,for,null
465,24,number
465,h,condition-unit
465,.,null
466,After,null
466,cooling,operation
466,to,null
466,room,condition-misc
466,temperature,condition-misc
466,",",null
466,the,null
466,copper,apparatus-descriptor
466,foil,synthesis-apparatus
466,was,null
466,then,null
466,taken,operation
466,out,null
466,from,null
466,the,null
466,solution,unspecified-material
466,and,null
466,rinsed,operation
466,with,null
466,distilled,material-descriptor
466,water,material
466,",",null
466,and,null
466,a,null
466,sample,unspecified-material
466,of,null
466,black,material-descriptor
466,film,material-descriptor
466,on,null
466,the,null
466,copper,apparatus-descriptor
466,foil,synthesis-apparatus
466,was,null
466,obtained,operation
466,.,null
467,Pd,null
467,on,null
467,carbon,target
467,nanotubes,property-misc
467,-,null
467,supported,null
467,Ag,null
467,for,null
467,formate,null
467,oxidation,null
467,:,null
467,The,null
467,effect,null
467,of,null
467,Ag,null
467,on,null
467,anti-poisoning,null
467,performance,null
467,.,null
468,Multi-walled,material-descriptor
468,carbon,precursor
468,nanotubes,material-descriptor
468,(,null
468,CNTs,precursor
468,),null
468,were,null
468,obtained,operation
468,from,null
468,Shenzhen,brand
468,Nanotech,brand
468,Port,brand
468,Co.,brand
468,",",brand
468,Ltd.,brand
468,and,null
468,the,null
468,average,null
468,diameter,property-type
468,of,null
468,CNTs,precursor
468,are,null
468,40,number
468,~,number
468,60,number
468,nm,property-unit
468,.,null
469,Sodium,precursor
469,oleate,precursor
469,",",null
469,potassium,precursor
469,formate,precursor
469,(,null
469,HCOOK,precursor
469,),null
469,and,null
469,other,null
469,reagents,unspecified-material
469,were,null
469,of,null
469,analytical,amount-misc
469,purity,amount-misc
469,and,null
469,used,operation
469,without,condition-misc
469,further,null
469,purification,operation
469,.,null
470,The,null
470,as-received,null
470,CNTs,precursor
470,(,null
470,300,number
470,mg,amount-unit
470,),null
470,were,null
470,first,null
470,ultrasonicated,operation
470,in,null
470,HCl,solvent
470,(,null
470,1,number
470,M,amount-unit
470,",",null
470,50,number
470,mL,amount-unit
470,),null
470,for,null
470,1,number
470,h,condition-unit
470,to,null
470,dissolve,operation
470,possible,null
470,metal,material-descriptor
470,residues,unspecified-material
470,",",null
470,then,null
470,filtered,operation
470,",",null
470,washed,operation
470,",",null
470,and,null
470,dried,operation
470,to,null
470,obtain,operation
470,purified,material-descriptor
470,CNTs,material
470,.,null
471,For,null
471,deposition,operation
471,of,null
471,Ag,precursor
471,particles,material-descriptor
471,on,null
471,CNTs,precursor
471,",",null
471,210,number
471,mg,amount-unit
471,of,null
471,purified,material-descriptor
471,CNTs,precursor
471,were,null
471,dispersed,operation
471,in,null
471,a,null
471,beaker,synthesis-apparatus
471,containing,null
471,253,number
471,mg,amount-unit
471,sodium,precursor
471,oleate,precursor
471,and,null
471,ultrasonicated,operation
471,for,null
471,30,number
471,min,condition-unit
471,",",null
471,and,null
471,then,null
471,aqueous,material-descriptor
471,solution,material-descriptor
471,containing,null
471,141,number
471,mg,amount-unit
471,AgNO3,precursor
471,was,null
471,added,operation
471,dropwise,condition-misc
471,under,null
471,magnetic,condition-misc
471,stirring,operation
471,to,null
471,form,operation
471,silver,material
471,oleate,material
471,on,null
471,CNTs,material
471,.,null
472,After,null
472,filteration,operation
472,and,null
472,aqueous,condition-misc
472,washing,operation
472,",",null
472,the,null
472,as-obtained,null
472,sample,unspecified-material
472,of,null
472,~,null
472,510,number
472,mg,amount-unit
472,was,null
472,collected,operation
472,and,null
472,dried,operation
472,at,null
472,100,number
472,degC,condition-unit
472,.,null
473,Then,null
473,300,number
473,mg,amount-unit
473,as-prepared,null
473,samples,unspecified-material
473,were,null
473,heated,operation
473,in,null
473,a,null
473,tube,synthesis-apparatus
473,at,null
473,550,number
473,degC,condition-unit
473,for,null
473,5,number
473,min,condition-unit
473,under,null
473,N2,gas
473,protection,condition-type
473,to,null
473,decompose,operation
473,the,null
473,silver,material
473,oleate,material
473,.,null
474,Finally,null
474,160,number
474,mg,amount-unit
474,of,null
474,Ag,target
474,/,target
474,CNTs,target
474,was,null
474,obtained,operation
474,with,null
474,a,null
474,theoretical,null
474,Ag,nonrecipe-material
474,content,null
474,of,null
474,30,number
474,wt.,amount-unit
474,%,amount-unit
474,.,amount-unit
475,Spin,null
475,-,null
475,state,null
475,transition,null
475,",",null
475,magnetic,null
475,",",null
475,electrical,null
475,and,null
475,thermal,null
475,transport,null
475,properties,null
475,of,null
475,the,null
475,perovskite,property-misc
475,cobalt,null
475,oxide,null
475,Gd0.7Sr0.3CoO3,target
475,.,null
476,Polycrystalline,property-misc
476,Gd0.7Sr0.3CoO3,target
476,sample,property-misc
476,was,null
476,prepared,operation
476,by,null
476,a,null
476,conventional,meta
476,solid,meta
476,-,meta
476,state,meta
